genotype,treatment,leaf_sample_weight_g,main_shoot_wtkg,florets,shoot_wt,gh_notes,rep,position,no_fungus,am_hyphae,dse,lse,arb,coil,vesicle_or_spore,dse_and_am,ves_and_arb,olpidium,mold,plasmodiophorids,dot_line,extra_structures,non_am,fine_endo,fine_or_coarse_am,segment_length,slide_spread,tot,rlc_p,scoring_notes,score_date,scorer,soil_wt_tin_number,tin_boat_weight,soil_wet_wt_in_tared_tin,dried_soil_and_tin_weight_g,emh_precise_wt_weight_in_tube,date_initial_wet_weight_initials_g_for_tin_and_falcon_tube,soil_dry_weight_final_g,date_final_weight_intials_for_tin_boat_only,soil_moisture_content,emh_precise_wt_dry_g,date_emh_extraction_initials,shoot_weigher,filter_paper_size_um,date_permount_added,emh_notes,emh_initials,emh_date,coarse_amf_emh,fine_amf_emh,dse_hyphae_emh,spores_emh,microsclerotia_emh,amf_tot_emh,dse_tot_emh,squares_per_field,length_of_amf_per_slide,amf_in_dry_soil,length_of_dse_per_slide,dse_in_dry_soil,emh_extraction_notes,d13c,c,d15n,n,cn_ratio,p,k,np_ratio,leaf_notes
330195,Watered,5.17,1.73,0,1735.17,NA,E,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.93983916,43.00281521,8.055434182,2.109228999,20.38793096,0.24,1.66,8.788454163,NA
330195,Droughted,10.3,1.08,0,1090.3,NA,F,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.78935459,44.6138401,7.418956153,2.000020721,22.30668894,0.284,1.68,7.042326482,NA
330195,Droughted,8.67,0.94,4,948.67,NA,G,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.05466383,40.99188161,7.241361966,2.547773306,16.08929708,0.205,1.2,12.42816247,NA
330195,Droughted,7.73,1.18,3,1187.73,NA,H,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.93,43.17,6.6,2.17,19.89400922,0.284,2.03,7.64084507,NA
330195,Droughted,6.23,0.77,0,776.23,NA,I,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.77,44.98,6.96,1.98,22.71717172,0.261,2.02,7.586206897,NA
330195,Droughted,7.82,NA,0,7.82,"no soil bag, shoot wt said 7.12 but that is too big, maybe 0.712?? but that doesnt make sense becuase the scale only goes to two decimals",J,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.02159882,44.48840584,5.908551834,2.617219958,16.99834426,NA,NA,NA,very fine
337680,Watered,8.7,0.68,0,688.7,NA,A,16,56,33,4,4,3,NA,NA,2,NA,5,1,NA,1,1,NA,NA,NA,NA,NA,108,35.18518519,NA,54:48.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.99662503,41.02658435,8.269833184,2.207212297,18.58751168,0.311,1.89,7.09714565,NA
337680,Watered,2.9,0.3,0,302.9,NA,B,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.30241736,40.14237595,7.086781119,1.862728946,21.55030448,0.207,3.98,8.99869056,NA
337680,Watered,6.21,1.4,0,1406.21,NA,C,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.08,42.75,7.71,2.68,15.95149254,0.281,1.42,9.537366548,NA
337680,Watered,9.08,NA,NA,9.08,Tags fell off 4 shoot bags and 5 shoot and florrette #'s were written under wrong names.,D,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.74804362,36.18315376,6.862533048,1.585637846,22.81930508,0.214,1.21,7.409522645,chunky
337680,Watered,3.94,0.61,0,613.94,NA,E,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.8,42.17,8.18,2.28,18.49561404,0.371,2.07,6.145552561,NA
337680,Droughted,10.2,0.84,4,850.2,NA,F,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.05,41.24,7.67,2.5,16.496,0.281,1.16,8.896797153,NA
337680,Droughted,6.48,0.71,0,716.48,Wrong sample for shoot - 1.23 and 0 florettes,G,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.62657361,44.5825182,7.412147438,2.562471405,17.39825003,0.279,1.9,9.184485323,NA
337680,Droughted,5.91,0.42,0,425.91,NA,H,25,24,6,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,c,l,1,43,13.95348837,NA,36:56.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.27546548,43.32409488,7.399250471,2.978566275,14.54528484,0.359,1.78,8.296841992,NA
337680,Droughted,9.43,0.82,0,829.43,NA,I,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.59148124,41.33964161,6.805161915,2.784410875,14.84681804,0.413,2.28,6.741914952,NA
337680,Droughted,4.88,0.56,0,564.88,NA,J,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.5237495,42.9441035,5.604663301,2.517443572,17.05861612,0.27,1.67,9.323865081,NA
453106,Watered,14.22,1.48,3,1494.22,NA,A,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.97,42.89,7.14,2.18,19.67431193,0.333,1.4,6.546546547,NA
453106,Watered,7.84,0.34,0,347.84,NA,B,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.42144854,42.33108759,6.224042213,1.234736665,34.28349444,0.317,1.27,3.895068344,NA
453106,Watered,11.68,1.32,10,1331.68,NA,C,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.94,37.62,5.79,1.63,23.0797546,0.269,0.9,6.059479554,NA
453106,Watered,11.93,0.98,0,991.93,NA,D,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.43914028,43.07594583,7.514085756,1.944920524,22.14792085,NA,NA,NA,NA
453106,Watered,5.27,NA,NA,5.27,Tags fell off 4 shoot bags and 5 shoot and florrette #'s were written under wrong names.,E,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.02424433,43.81726633,6.431867578,1.974400848,22.19269019,0.326,1.48,6.056444319,NA
453106,Droughted,9.47,1.01,3,1019.47,NA,F,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.66,41.92,7.19,2.07,20.25120773,0.232,0.95,8.922413793,NA
453106,Droughted,11.18,2.02,8,2031.18,NA,G,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.61,41.94,6.34,2.67,15.70786517,0.234,0.91,11.41025641,NA
453106,Droughted,14.48,0.99,2,1004.48,NA,H,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.16900846,42.29238665,6.641527672,2.294497267,18.43209284,0.347,1.91,6.612384055,NA
453106,Droughted,10.9,0.84,0,850.9,NA,I,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.72,40.22,5.48,2.29,17.56331878,0.238,1.15,9.621848739,NA
453106,Droughted,NA,NA,NA,NA,no plant,J,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
506030,Watered,13.43,2.51,0,2523.43,NA,A,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.37137857,40.2183143,7.351555169,2.353112827,17.09153672,0.36,1.72,6.536424519,NA
506030,Watered,12.59,2.62,1,2632.59,NA,B,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.2820915,40.82194545,9.352924639,2.352669635,17.35132925,0.37,1.79,6.358566581,NA
506030,Watered,9.99,1.03,0,1039.99,NA,C,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.14663372,42.88004663,8.301079494,2.508634777,17.09298102,0.376,2.02,6.671901003,NA
506030,Watered,14.2,2.25,0,2264.2,NA,D,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.1,39.59,8.71,2.48,15.96370968,0.319,1.66,7.774294671,NA
506030,Watered,7.75,2.04,0,2047.75,NA,E,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.19,40.22,7.6,2.46,16.3495935,0.387,1.52,6.356589147,NA
506030,Droughted,8.25,0.47,0,478.25,NA,F,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.91987843,39.87976285,6.920577844,2.281992331,17.47585314,0.28,1.82,8.149972611,NA
506030,Droughted,9.19,1.14,0,1149.19,NA,G,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.86828737,44.88896354,6.969654096,2.549759375,17.60517639,0.27,1.33,9.443553241,NA
506030,Droughted,7.76,1.5,0,1507.76,NA,H,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.08964854,44.25874093,5.020618002,2.859178264,15.47953182,0.321,1.63,8.907097396,NA
506030,Droughted,9.04,0.9,0,909.04,NA,I,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.82821371,44.12622011,5.95789994,3.130664043,14.09484362,0.288,1.55,10.87036126,NA
506030,Droughted,5.5,1.38,3,1385.5,NA,J,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.42,44.86,5.53,2.56,17.5234375,0.268,1.7,9.552238806,NA
513898,Watered,8.62,0.92,0,928.62,NA,A,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.42972727,39.85139905,6.954963252,2.452525736,16.24912573,0.409,1.17,5.996395443,NA
513898,Watered,8.97,1.72,0,1728.97,NA,B,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.75,40.67,7.84,2.29,17.75982533,0.318,2,7.201257862,NA
513898,Watered,14.56,1.75,9,1764.56,NA,C,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.45343636,36.32565123,7.592725534,2.080326075,17.46151801,0.314,1.23,6.625242277,NA
513898,Watered,5.64,NA,NA,5.64,Tags fell off 4 shoot bags and 5 shoot and florrette #'s were written under wrong names.,D,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.25666541,38.60049704,6.78470504,2.31966255,16.64056569,0.313,1.12,7.41106246,NA
513898,Watered,6.78,0.95,0,956.78,NA,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
513898,Droughted,17.47,1.59,10,1607.47,NA,F,14,57,22,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,f,l,1,80,28.75,NA,11:56.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.950785,39.94790615,6.777593633,2.351460582,16.9885502,0.29,0.88,8.108484766,NA
513898,Droughted,7.63,0.78,4,787.63,NA,G,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.45,42.8,7.29,2.78,15.39568345,0.352,2.11,7.897727273,chunky
513898,Droughted,10.65,1.07,0,1080.65,NA,H,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.85,40.97,6.25,2.21,18.53846154,0.323,2.06,6.842105263,NA
513898,Droughted,7.93,0.97,0,977.93,NA,I,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.68187749,42.33544396,7.299837453,2.292910805,18.46362443,0.248,1.89,9.245608085,NA
513898,Droughted,NA,1.36,8,1360,no leaf bag,J,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
514456,Watered,12.99,2.56,4,2572.99,NA,A,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.95,42.51,7.21,2.75,15.45818182,0.278,1.83,9.892086331,NA
514456,Watered,10.86,2.23,7,2240.86,NA,B,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.74,42.31,9.03,2.21,19.14479638,0.265,1.55,8.339622642,NA
514456,Watered,8.13,1.94,3,1948.13,NA,C,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.66,42.73,8.11,2.07,20.64251208,0.232,1.56,8.922413793,NA
514456,Watered,13.1,1.8,6,1813.1,NA,D,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
514456,Watered,4.91,0.92,3,924.91,NA,E,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.321,1.69,NA,NA
514456,Droughted,3.63,0.76,1,763.63,NA,F,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.38928467,44.95666312,7.580028715,2.811419915,15.99073226,0.34,1.73,8.268882103,NA
514456,Droughted,6.15,0.98,0,986.15,NA,G,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.23794286,44.44285005,6.201459929,2.659916687,16.70836168,0.336,1.53,7.916418711,NA
514456,Droughted,5.18,1.03,0,1035.18,NA,H,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.87372583,44.77489525,5.329760304,2.764332605,16.19736177,0.257,1.16,10.756158,NA
514456,Droughted,9.18,0.77,0,779.18,NA,I,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.57,44.86,4.84,2.73,16.43223443,0.289,1.52,9.446366782,NA
514456,Droughted,5.3,0.85,0,855.3,NA,J,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.82688582,41.7538237,4.731651709,2.224484511,18.77011213,0.272,1.32,8.178251879,NA
